Date,Time,Title,Location,Description,Formats,Topics,Audience,Skill Level,Speakers
"July 10, 2024",1:30 - 1:50PM,Navigating to Nirvana: Strategies for Implementing a New Navbar,202 CD,"This session will delve into the intentional design and implementation of a revamped navbar within Brightspace. Despite entrenched user habits dating back to our adoption of Brightspace in 2007, we confronted the challenge of user resistance head-on. Our presentation will offer insights into our strategic approach, which includes data analytics, end-user engagement and fostering open communication with stakeholders.",Lightning Session (20 minutes),Change Management,Higher Education,Intermediate,<p><strong>Anna Carrie Webb</strong><br />Austin Peay State University</p><p><strong>Rachel Carroll</strong><br />Austin Peay State University</p>
"July 10, 2024",1:30 - 1:50PM,Removing Barriers: Fostering Excellence in Course Design,205 A,"In our presentation, we will share how a small community college is working to remove barriers and support the creation of quality course design by providing resources in course design, implementing standardized templates, and fostering a mindset of collegiality and continuous improvement.",Lightning Session (20 minutes),Instructional Technology and Design,Higher Education,Advanced,<p><strong>David Stoffel</strong><br />West Virginia Northern Community College</p><p><strong>Jeremy Doolin</strong><br />West Virginia Northern Community College</p><p><strong>Wendy Doolin</strong><br />West Virginia Northern Community College</p>
"July 10, 2024",1:30 - 1:50PM,Undercover Accessibility: A Tool for Learners Who Don't Know They Need Accessibility Supports,206 D,"As learner anxieties rise and attention spans fall, more users benefit from hacking the standard D2L accessibility features. My team built a Preferences tool that's a non-judgy, one-stop-shop for learners to discover how to tailor accessibility supports to their needs. Learn about how this tool benefits those with executive function challenges and language learners, as well as folks with more conventional accessibility needs. Accessibility is for everyone.",Lightning Session (20 minutes),Accessibility and Inclusive Learning,K-12,Advanced,<p><strong>Carolyn Wagner</strong><br />New Brunswick Department of Education and Early Childhood Development</p><p><strong>Heather Roxborough</strong><br />New Brunswick Department of Education and Early Childhood Development</p>
"July 10, 2024",1:30 - 2:15PM,Using Data to Drive Learner Engagement/Success,206 AB,A reflective instructor is an effective instructor. No more speculation. Utilise course statistics to drive learner engagement and success.,Standard Breakout (45 minutes),"D2L Solutions How To's/Tips and Tricks, Data and Analytics, Student/Learner Success","Association & Training Organizations, Corporate Learning, Higher Education, K-12",Intermediate,<p><strong>Popsann Francis</strong><br />D2L</p>
"July 10, 2024",1:30 - 2:15PM,FEATURED BREAKOUT: How Walmart Canada Cracked the Code on Filling Major Skill Gaps,104 A,"<div class=""ewa-rteLine""><p><span data-contrast=""none"">Do you have a critical job function that you&rsquo;re having a hard time hiring for? So did Walmart Canada. They were dealing with a significant shortage of pharmacy technicians, a critical role in their in-store pharmacy offerings and one that&rsquo;s incredibly challenging to hire for. So they decided to turn to a new talent pipeline: their existing staff.&nbsp;&nbsp;</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></p><p><span data-contrast=""none"">&nbsp;&nbsp;</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></p><p><span data-contrast=""none"">Join leaders from Walmart Canada as they explain how they revolutionized their upskilling program, creating career pathways to turn entry-level workers into hard-to-hire pharmacy techs.&nbsp;&nbsp;</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></p><p><span data-contrast=""none"">&nbsp;&nbsp;</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></p><p><span data-contrast=""none"">You&rsquo;ll learn how Walmart Canada:&nbsp;&nbsp;</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></p><ul><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""1"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""1"" data-aria-level=""1""><span data-contrast=""none"">decided to build their own talent pipeline when hiring wasn't cutting it&nbsp;&nbsp;</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335557856&quot;:16777215,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></li><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""1"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""2"" data-aria-level=""1""><span data-contrast=""none"">used skill mapping data to build career pathways that addressed major business needs&nbsp;&nbsp;</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></li><li data-leveltext=""&#61623;"" data-font=""Symbol"" data-listid=""1"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Symbol&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;&#61623;&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" aria-setsize=""-1"" data-aria-posinset=""3"" data-aria-level=""1""><span data-contrast=""none"">started enrolling in learning opportunities that are changing their lives&mdash;and filling Walmart&rsquo;s skills gaps at the same time</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;335559738&quot;:0,&quot;335559739&quot;:0}"">&nbsp;</span></li></ul></div>",Panel Presentation (45 minutes),"Accessibility and Inclusive Learning, Change Management, Faculty and Trainer Development, Future of Work/Education, Upskilling/Reskilling",Corporate Learning,"Advanced, Intermediate, Novice",<p><strong>Candice McManus</strong><br />Walmart Canada</p><p><strong>Stephanie MacNeil</strong><br />Walmart Canada</p>
"July 10, 2024",1:30 - 2:15PM,Leveraging Brightspace&rsquo;s Learning Outcomes Tool to Capture Learner Achievement Levels from Across Multiple Course Offerings Into One Mastery View,104 D,"Join us for an exploration on how our organisation used an innovative approach to design an interactive practical legal training program using Brightspace. Delve into how we creatively customised and harnessed the potential of Brightspace Learning Outcomes tool to track and measure learner achievement levels from across multiple course offerings into the one Mastery View.<strong> </strong>This presentation will look at the reasons behind our choice to use the Learning Outcomes tool, the challenges we faced along the way, and the innovative solutions we crafted to overcome them to meet our vision.",Standard Breakout (45 minutes),D2L Solutions How To's/Tips and Tricks,Association & Training Organizations,Novice,<p><strong>Deb Cherry</strong><br />Leo Cussen Centre for Law</p>
"July 10, 2024",1:30 - 2:15PM,DEI: Dialogue and Action,104 C,"<span class=""TextRun SCXW220377194 BCX0"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW220377194 BCX0"">In this session, </span><span class=""NormalTextRun SCXW220377194 BCX0"">D2L</span><span class=""NormalTextRun SCXW220377194 BCX0"">&rsquo;s prestigious</span><span class=""NormalTextRun SCXW220377194 BCX0""> clients</span><span class=""NormalTextRun SCXW220377194 BCX0""> will discuss </span><span class=""NormalTextRun SCXW220377194 BCX0"">some effective practices </span><span class=""NormalTextRun SCXW220377194 BCX0"">that they </span><span class=""NormalTextRun SCXW220377194 BCX0"">leverage</span> <span class=""NormalTextRun SCXW220377194 BCX0"">to </span><span class=""NormalTextRun SCXW220377194 BCX0"">foster DEI in </span><span class=""NormalTextRun SCXW220377194 BCX0"">their</span> <span class=""NormalTextRun SCXW220377194 BCX0"">institutions</span><span class=""NormalTextRun SCXW220377194 BCX0"">.</span><span class=""NormalTextRun SCXW220377194 BCX0""> In today's diverse world, prioritizing DEI advances a sense of belonging among people and fosters driving innovation and performance.</span><span class=""NormalTextRun SCXW220377194 BCX0""> Drawing </span></span><span class=""TextRun SCXW220377194 BCX0"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""none""><span class=""NormalTextRun SCXW220377194 BCX0"">on real-life examples, this session will address key topics s</span><span class=""NormalTextRun SCXW220377194 BCX0"">uch as</span> <span class=""NormalTextRun SCXW220377194 BCX0"">inclusivity, equity and</span><span class=""NormalTextRun SCXW220377194 BCX0""> allyship</span><span class=""NormalTextRun SCXW220377194 BCX0""> and </span></span><span class=""TextRun SCXW220377194 BCX0"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW220377194 BCX0"">explore actionable strategies for cultivating a more inclusive culture.</span></span><span class=""EOP SCXW220377194 BCX0"" data-ccp-props=""{}"">&nbsp;</span>",Standard Breakout (45 minutes),"Diversity, Equity and Inclusion","Association & Training Organizations, Corporate Learning, Higher Education, K-12","Advanced, Intermediate, Novice",<p><strong>Puneet Kaur</strong><br />D2L</p><p><strong>Rabia Ijaz</strong><br />D2L</p><p><strong>Suzanne Chisholm</strong><br />SIDES - Saanich Schools</p>
"July 10, 2024",1:30 - 1:50PM,The AI Insurgence: Battlefield Academia,205 B,"<span class=""TextRun SCXW68507681 BCX0"" lang=""EN-CA"" xml:lang=""EN-CA"" data-contrast=""auto""><span class=""NormalTextRun SpellingErrorV2Themed SCXW68507681 BCX0"">Copyleaks</span><span class=""NormalTextRun SCXW68507681 BCX0""> completed a year-long study that analyzed trends in AI adoption and plagiarism detection among tens of thousands of </span><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2Themed SCXW68507681 BCX0"">college</span><span class=""NormalTextRun SCXW68507681 BCX0""> and high school students globally from January 2023 to January 2024. The findings </span><span class=""NormalTextRun SCXW68507681 BCX0"">indicate</span><span class=""NormalTextRun SCXW68507681 BCX0""> a significant 76% rise in AI-generated content and a 51% decrease in plagiarism rates, highlighting the evolving academic landscape and the need for comprehensive solutions to ensure educational integrity and prevent the stifling of creativity, original thought, and critical thinking.</span></span> <span class=""TextRun SCXW68507681 BCX0"" lang=""EN-CA"" xml:lang=""EN-CA"" data-contrast=""auto""><span class=""NormalTextRun SCXW68507681 BCX0"">Join Shouvik Paul, </span></span><span class=""TrackedChange SCXW68507681 BCX0""><span class=""TextRun SCXW68507681 BCX0"" lang=""EN-CA"" xml:lang=""EN-CA"" data-contrast=""auto""><span class=""NormalTextRun SCXW68507681 BCX0"">c</span></span></span><span class=""TextRun SCXW68507681 BCX0"" lang=""EN-CA"" xml:lang=""EN-CA"" data-contrast=""auto""><span class=""NormalTextRun SCXW68507681 BCX0"">hief </span></span><span class=""TrackedChange SCXW68507681 BCX0""><span class=""TextRun SCXW68507681 BCX0"" lang=""EN-CA"" xml:lang=""EN-CA"" data-contrast=""auto""><span class=""NormalTextRun SCXW68507681 BCX0"">o</span></span></span><span class=""TextRun SCXW68507681 BCX0"" lang=""EN-CA"" xml:lang=""EN-CA"" data-contrast=""auto""><span class=""NormalTextRun SCXW68507681 BCX0"">perating </span></span><span class=""TrackedChange SCXW68507681 BCX0""><span class=""TextRun SCXW68507681 BCX0"" lang=""EN-CA"" xml:lang=""EN-CA"" data-contrast=""auto""><span class=""NormalTextRun SCXW68507681 BCX0"">o</span></span></span><span class=""TextRun SCXW68507681 BCX0"" lang=""EN-CA"" xml:lang=""EN-CA"" data-contrast=""auto""><span class=""NormalTextRun SCXW68507681 BCX0"">fficer of </span><span class=""NormalTextRun SpellingErrorV2Themed SCXW68507681 BCX0"">Copyleaks</span><span class=""NormalTextRun SCXW68507681 BCX0"">, as he guides educators, administrators, and EdTech leaders through how they can move forward in the age of AI, address AI-based plagiarism, and learn to adopt </span><span class=""NormalTextRun SpellingErrorV2Themed SCXW68507681 BCX0"">genAI</span><span class=""NormalTextRun SCXW68507681 BCX0""> responsibly in workflows and in the classroom to supplement the learning journey while empowering originality and upholding integrity.</span></span><span class=""EOP SCXW68507681 BCX0"" data-ccp-props=""{}"">&nbsp;</span>",Lightning Session (20 minutes),AI (Artificial Intelligence),Higher Education,Advanced,<p><strong>Aimee Hedges</strong><br />Copyleaks</p>
"July 10, 2024",1:37 - 1:44PM,FIVE MINUTE FLARE: Going Viral: The Memefication of Student Communication,203 AB,"An email is sent, an announcement is posted, information is seemingly available, and yet people still don&rsquo;t know about this important thing you&rsquo;ve tried to inform them about. How do we not only get users to read important updates but just notice the information in the first place? [Insert Funny Cat GIF here]. Taking strategies of internet virality, we&rsquo;ve determined a quite effective method of communication with students: funny memes and GIFs.",Five-Minute Flare (5 minutes),Change Management,Higher Education,Intermediate,<p><strong>Allie Gourley</strong><br />DePaul University</p><p><strong>Amy Moretti</strong><br />DePaul University</p>
"July 10, 2024",1:44 - 1:51PM,FIVE MINUTE FLARE: From PJs to Productivity,203 AB,"Since the pandemic, the rise of remote work has changed our health and wellness needs. While working in pajamas was initially intriguing, the long-term impact can pose a threat to our physical and mental well-being. We will dive into tips for physical, mental, emotional and environmental stability, encouraging you to thrive in your workplace. Whether you are clocking in from your home office or your work office, you will discover tools to cultivate a healthy work-life balance regardless of your work location.",Five-Minute Flare (5 minutes),Accessibility and Inclusive Learning,Association & Training Organizations,Advanced,<p><strong>Alyssa Imes</strong><br />LAPU</p>
"July 10, 2024",1:51 - 1:58PM,"FIVE MINUTE FLARE: Ultimate Medical Academy (UMA) Curriculum Team&rsquo;s Award-Winning Journey: A Story of Change Management, Performance and Engagement",203 AB,"In Fall 2023, the Curriculum team at Ultimate Medical Academy (UMA) received an excellence award for their outstanding work. This was the first time in over a decade that the team achieved this recognition. How did they do it? In this presentation, you will learn about the change management process that the team followed for three years. You will also discover the tools and strategies that they used to improve their performance and engagement. Join us to hear the inspiring story of the UMA Curriculum team and their journey to excellence.",Five-Minute Flare (5 minutes),Change Management,Higher Education,Novice,<p><strong>Zoaib Mirza</strong><br />Ultimate Medical Academy</p>
"July 10, 2024",1:55 - 2:15PM,"A Bright IDEA: Using Brightspace to Enhance Inclusion, Diversity, Equity and Accessibility in K-12",206 D,"Inclusion, diversity, equity and accessibility (IDEA) are cornerstones of modern society. Governments, corporations and organizations are embracing these principles. These concepts are especially important across the education sector. But how do these ideals become embedded into daily teaching practice? Online educators face particular challenges in ensuring IDEA practices are incorporated into their K-12 online classrooms. Participants will leave the session with a take-home &ldquo;BrightIDEA&rdquo; ToolKit designed by Dr. Chisholm. The toolkit is aimed to support online K-12 teachers who want to create inclusive and accessible online K-12 classrooms in Brightspace.",Lightning Session (20 minutes),"Diversity, Equity and Inclusion",K-12,Intermediate,<p><strong>Suzanne Chisholm</strong><br />SIDES - Saanich Schools</p>
"July 10, 2024",1:55 - 2:15PM,"Begin with a Strong Backbone: Building More Sustainable, Shareable Brightspace Courses",205 A,"Online courses are frequently copied, reused and shared&mdash;a process that allows courses to grow and change, hopefully for the better. But all too often, online courses begin to break down as they are rolled over and passed between multiple instructors. In this session, we'll explore ways in which to use Brightspace to design and build online courses with a strong backbone, or foundation, so that they may be copied, reused, shared, inherited and updated without losing their structure, usability and effectiveness.",Lightning Session (20 minutes),Instructional Technology and Design,Higher Education,Intermediate,<p><strong>Laura Osborne</strong><br />Stephen F. Austin State University</p>
"July 10, 2024",1:55 - 2:15PM,Transforming Course Compliance: How Conestoga's Essential Elements Scanner Skyrocketed Quality and Consistency,202 CD,"Discover how Conestoga College boosted adherence to their essential elements&rsquo; requirements to more than 80%. This innovative real-time scanning tool checks the course structure, provides completion status and actionable feedback for instructors on incomplete items. Join the team as they highlight the solutions and walk you through their challenges, lessoned learned, and how this work was a catalyst for diving deep into Brightspace API.",Lightning Session (20 minutes),Extensibility and Tech Ecosystem Integration,Higher Education,Advanced,<p><strong>David Tierney</strong><br />Conestoga College</p><p><strong>Marty Montgomery</strong><br />Conestoga College</p>
"July 10, 2024",1:55 - 2:15PM,Unlocking the Power of Social Learning: Enhancing Educational Quality with FeedbackFruits,205 B,"Discover the transformative potential of social learning dynamics with FeedbackFruits! Join our engaging exploration into the realm of group learning experiences within higher education. Start by redefining Group Formation with customized strategies that empower educators to strategically structure student cohorts based on specific pedagogical objectives. This innovative approach challenges traditional LMS group allocation, setting the stage for interactive group engagement through social annotation, video discussions, and collaborative assessments. Transition seamlessly into Team-Based Learning Activities, guiding students through a journey from individual assessments to dynamic group debates that foster enhanced comprehension and critical thinking skills. Dive into Peer Review, where participants provide constructive feedback on peers' work, enriching the learning cycle. By integrating ongoing team assessment throughout the course, students develop effective feedback skills while providing educators with valuable insights to refine teaching methodologies and personalize group dynamics. Join us in redefining quality teaching through the implementation of our innovative social learning solutions.",Discussion Forum (45 minutes),Accessibility and Inclusive Learning,Association & Training Organizations,Advanced,<p><strong>Max de Raaff</strong><br />FeedbackFruits</p>
"July 10, 2024",1:58 - 2:05PM,FIVE MINUTE FLARE: Early Identification Intervention Support System,203 AB,"The Early Identification Intervention Support System (EIISS) is designed to identify students early who are struggling academically and provide timely supports to improve student success (including retention) in first year by using proactive measures. We aim to scale this system across the institution and build it to be holistic on both the front-end and at the point of intervention by integrating connections to campus services/resources. By using a simplified statistical approach to reviewing students grades at the correct time during the semester (that means no AI &hellip; no, I&rsquo;m not kidding), we identify at-risk students and connect them with campus services.",Five-Minute Flare (5 minutes),Data and Analytics,Higher Education,Intermediate,<p><strong>Greg Sabatine</strong><br />University of Guelph</p>
"July 10, 2024",2:05 - 2:12PM,FIVE MINUTE FLARE: Creating Successful Business Partnerships,203 AB,"Attendees will explore the essential elements of building and maintaining a strong working relationship between two companies. Drawing on best practices and real-world examples, attendees will gain insights into effective communication, collaboration and conflict resolution strategies that can enhance the success of their partnerships.",Five-Minute Flare (5 minutes),Change Management,Higher Education,Novice,<p><strong>John Nimick</strong><br />D2L</p><p><strong>Zachary Friedman</strong><br />University of Maryland Global Campus</p>
"July 10, 2024",2:30 - 2:50PM,"""D2L Ate My Homework"", or ""CSI: D2L"": Academic Integrity Beyond (and Besides) AI",205 A,"""The dog ate my homework"" is likely the most common, though arguably the least effective, excuse used by students who do not submit their work on time. In the time of online and hybrid teaching, homework-loving pets are a thing of the past, and the LMS has become the new scapegoat. Like an episode of CSI, in this session, we will look at real-life examples of (anonymous) students creatively attempting to blame D2L to get away with a missed deadline&mdash;from doctored screenshots to fabricated alibis&mdash;and I will share tips for uncovering the truth besides quizzes and assignment logs. Remember to bring your detective hat.",Lightning Session (20 minutes),D2L Solutions How To's/Tips and Tricks,Higher Education,Intermediate,<p><strong>Lara Tarantini</strong><br />University of Arizona</p>
"July 10, 2024",2:30 - 3:15PM,54 Campuses &ndash; 1 Shared Brightspace Site: SUNY&rsquo;s New Digital Learning Environment,104 C,"The State University of New York (SUNY) has embarked on a project that will change the landscape of online learning across the SUNY system. Nearly complete with their multi-year project, SUNY&rsquo;s Digital Learning Environment (DLE) has taken 54 campuses (plus 3 additional SUNY Institutions) and has transitioned them from disparate LMS systems into a single shared multi-tenant Brightspace environment. After providing some project context, the curtains will be pulled back to show the primary thoughts and structure behind what has become the SUNY DLE environment.",Standard Breakout (45 minutes),LMS Site Admin and IT Effectiveness,Higher Education,Intermediate,<p><strong>Harry Cargile</strong><br />State University of New York</p>
"July 10, 2024",2:30 - 3:15PM,An Assessment-First Approach for Non-Degree Credentials,205 D,"<p><span class=""TextRun SCXW253666986 BCX0"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""none""><span class=""NormalTextRun SCXW253666986 BCX0"">Education and the world of work are increasingly shifting toward skills-based models built upon competency frameworks and demonstration of mastery for learning, hiring</span><span class=""NormalTextRun SCXW253666986 BCX0""> and</span><span class=""NormalTextRun SCXW253666986 BCX0""> advancement. At Education Design Lab, </span><span class=""NormalTextRun SCXW253666986 BCX0"">we&rsquo;re</span><span class=""NormalTextRun SCXW253666986 BCX0""> leveraging Brightspace to enable an innovative assessment-first approach to skills validation and development, which leads to the award of digital micro-credentials. Upon enrollment, our learners are presented with simulation-based assessment opportunities to </span><span class=""NormalTextRun SCXW253666986 BCX0"">demonstrate</span><span class=""NormalTextRun SCXW253666986 BCX0""> their skills and are directed to relevant learning content only if a skills gap is </span><span class=""NormalTextRun SCXW253666986 BCX0"">identified</span><span class=""NormalTextRun SCXW253666986 BCX0"">. </span><span class=""NormalTextRun SCXW253666986 BCX0"">Come see</span><span class=""NormalTextRun SCXW253666986 BCX0""> our approach in action and learn how </span><span class=""NormalTextRun SCXW253666986 BCX0"">we&rsquo;re</span><span class=""NormalTextRun SCXW253666986 BCX0""> taking advantage of Brightspace&rsquo;s robust competencies, </span><span class=""NormalTextRun SCXW253666986 BCX0"">awards</span><span class=""NormalTextRun SCXW253666986 BCX0""> and</span><span class=""NormalTextRun SCXW253666986 BCX0""> release conditions to empower our learners with validated skills and credentials.</span></span></p>",Standard Breakout (45 minutes),"Certification, Micro-Credentialing, Competency-based Learning",Higher Education,Intermediate,<p><strong>Nishita Chheda</strong><br />Education Design Lab</p><p><strong>Tara Laughlin</strong><br />Education Design Lab</p>
"July 10, 2024",2:30 - 3:15PM,Creating an Engaging Learning Environment Using Brightspace Tools,206 AB,"This session will explore various workflows and Brightspace tools you can utilize to create an engaging learning environment for your learners including: video note, gamification tools and multi-media artifacts.",Standard Breakout (45 minutes),"D2L Brightspace Training, D2L Solutions How To's/Tips and Tricks, Learner Engagement","Association & Training Organizations, Corporate Learning, Higher Education, K-12",Intermediate,<p><strong>Katarina Raznatovic</strong><br />D2L</p>
"July 10, 2024",2:30 - 3:15PM,Desire to Indigenize: Transforming Brightspace Into Sacred Space&mdash;Learning from a Blackfoot Odyssey,104 D,"Oki! (a Blackfoot greeting) We will show how Brightspace can be used to transport learners to a ceremonial space. Attendees will bear witness to our new, exclusive short film, Sunbonnet Lodge Tipi Design, based on last year&rsquo;s D2L Fusion presentation, as well as learn about our latest work on the sacredness of land inspired by a Blackfoot Odyssey&mdash;in literature and in real life.",Standard Breakout (45 minutes),Accessibility and Inclusive Learning,Higher Education,Novice,<p><strong>Christopher Grignard</strong><br />Mount Royal University</p><p><strong>Joe (Iitsooahp&rsquo;potah) Eagle Tail Feathers</strong><br />Sundance Coulee Society</p>
"July 10, 2024",2:30 - 3:15PM,Dipping Our Toe Into the Data Lake and Performance+,206 C,"<p>There is growing interest in data and analytics at Waterloo. Some areas of interest include student engagement, student success, instructional design and accreditation. For a variety of reasons, little has been done with Brightspace data in the past. Some challenges include data governance, privacy, access to data, resources and capacity. Waterloo is piloting Performance+ and evaluating whether it will meet our needs, or if we need our own data lake with Brightspace data, or if we need a combined approach. Come to engage in a discussion about how Waterloo is approaching data and analytics and approaches used by your institution.</p>",Discussion Forum (45 minutes),Data and Analytics,Higher Education,Intermediate,<p><strong>Daspina Fefekos</strong><br />University of Waterloo</p><p><strong>Scott Anderson</strong><br />University of Waterloo</p><p><strong>Sean Warrren</strong><br />University of Waterloo</p><p><strong>Stephen Tosh</strong><br />University of Waterloo</p>
"July 10, 2024",2:30 - 2:50PM,Working Smarter: A System-Level View of Bulk Process Management,202 CD,"This session is geared towards site administrators, we will present an overview of how bulk processing is most commonly used to suit the needs of the various University System of Georgia institutions. We will recommend ways to avoid common mistakes, streamline redundant tasks and reduce manual errors. The session is ideal for those who wish to leverage existing tools to ""work smarter&rdquo; or who may not have the resources to develop custom solutions. The discussion will include examples for BCC, CCB, IPSIS copy content and the best ways to combine the tools. We will also cover managing content at the source level, purging data and Bulk User Management.",Lightning Session (20 minutes),D2L Solutions How To's/Tips and Tricks,Higher Education,Novice,<p><strong>Marla Wilks</strong><br />University System of Georgia</p><p><strong>Wendy Grisham</strong><br />University System of Georgia</p>
"July 10, 2024",2:30 - 3:15PM,Intelligent Uses of Artificial Intelligence in Education and Training,202 AB,"Each of the three panelists bring a unique perspective to the discussion of potential uses of Artificial Intelligence in education and training. They will share some of the effective uses that they've experienced as well as some of the potential uses that you might want to steer clear of. Some topics will include AI uses for student role-play, e-learning content creation, and encouraging transparency in student uses of AI, and more!",Panel Presentation (45 minutes),AI (Artificial Intelligence),Higher Education,Novice,<p><strong>Anthony Nappi</strong><br />Lastinger Center for Learning</p><p><strong>Lindsay Shipman</strong><br />D2L Corporation</p><p><strong>Reed Dickson</strong><br />Pima Community College</p><p><strong>Rhonelee Soria</strong><br />Los Angeles Pacific University</p>
